user_id,email,age,gender,country,city,subscription_plan,monthly_price,signup_date,is_active,last_payment_date,primary_device,num_profiles,payment_method,lifetime_value,referral_source,language_preference
USR00000802,user802@example.com,20,Male,Brazil,Brazil_City_8,Premium Plus,22.99,2022-04-17,True,2025-06-09,Streaming Device,3,Credit Card,896.61,Social Media,English
USR00000803,user803@example.com,38,Female,India,India_City_4,Premium Plus,22.99,2021-10-20,True,2025-06-30,Tablet,5,Credit Card,1034.55,Email,English
USR00000804,user804@example.com,18,Male,Germany,Germany_City_1,Basic,8.99,2024-06-27,False,,Mobile,1,Credit Card,116.87,Social Media,French
USR00000805,user805@example.com,38,Female,USA,USA_City_20,Premium Plus,22.99,2021-12-12,True,2025-06-07,Smart TV,2,Bank Transfer,988.57,Organic,English
USR00000806,user806@example.com,47,Male,USA,USA_City_1,Standard,13.99,2022-01-21,True,2025-07-02,Web Browser,1,Credit Card,573.59,Social Media,German
USR00000807,user807@example.com,37,Male,USA,USA_City_16,Premium Plus,22.99,2025-05-02,True,2025-06-25,Tablet,2,Credit Card,45.98,Organic,German
USR00000808,user808@example.com,46,Male,Germany,Germany_City_7,Premium,17.99,2022-11-18,True,2025-06-17,Streaming Device,2,PayPal,557.69,Partner,English
USR00000809,user809@example.com,22,Male,India,India_City_9,Premium,17.99,2023-10-02,True,2025-06-26,Mobile,4,PayPal,377.79,Email,French
USR00000810,user810@example.com,44,Female,Italy,Italy_City_17,Premium,17.99,2022-04-27,True,2025-06-04,Smart TV,2,Credit Card,683.62,Social Media,French
USR00000811,user811@example.com,56,Male,USA,USA_City_7,Standard,13.99,2023-04-08,False,,Mobile,1,PayPal,167.88,Social Media,German
USR00000812,user812@example.com,18,Female,Canada,Canada_City_18,Basic,8.99,2023-09-18,True,2025-06-10,Mobile,2,Credit Card,188.79,Organic,English
USR00000813,user813@example.com,38,Female,USA,USA_City_14,Premium,17.99,2020-07-18,True,2025-06-11,Gaming Console,4,Credit Card,1079.4,Social Media,English
USR00000814,user814@example.com,50,Female,Canada,Canada_City_19,Premium,17.99,2022-09-14,False,,Smart TV,4,Credit Card,107.94,Email,English
USR00000815,user815@example.com,20,Female,India,India_City_2,Premium Plus,22.99,2022-11-29,True,2025-06-06,Smart TV,5,Credit Card,712.69,Organic,Spanish
USR00000816,user816@example.com,18,Female,Canada,Canada_City_11,Premium,17.99,2023-03-04,True,2025-06-24,Mobile,1,Credit Card,503.72,Organic,English
USR00000817,user817@example.com,48,Female,Spain,Spain_City_5,Premium,17.99,2024-10-26,True,2025-06-02,Smart TV,1,Credit Card,143.92,Social Media,French
USR00000818,user818@example.com,33,Female,Brazil,Brazil_City_2,Standard,13.99,2024-07-18,False,,Web Browser,3,Credit Card,13.99,Partner,English
USR00000819,user819@example.com,39,Female,Canada,Canada_City_4,Standard,13.99,2022-01-24,True,2025-06-20,Smart TV,1,Credit Card,573.59,Partner,German
USR00000820,user820@example.com,33,Male,USA,USA_City_16,Premium Plus,22.99,2023-03-08,True,2025-06-11,Mobile,5,Gift Card,643.72,Social Media,German
USR00000821,user821@example.com,36,Female,Australia,Australia_City_3,Standard,13.99,2025-01-13,True,2025-06-06,Tablet,3,Credit Card,69.95,Social Media,English
USR00000822,user822@example.com,44,Female,Germany,Germany_City_17,Premium,17.99,2022-11-16,True,2025-06-26,Mobile,5,Bank Transfer,557.69,Partner,English
USR00000823,user823@example.com,28,Female,UK,UK_City_13,Premium,17.99,2024-10-08,True,2025-06-21,Mobile,5,Credit Card,143.92,Organic,English
USR00000824,user824@example.com,36,Male,USA,USA_City_1,Standard,13.99,2020-08-15,True,2025-06-29,Gaming Console,3,Bank Transfer,825.41,Organic,English
USR00000825,user825@example.com,28,Female,Germany,Germany_City_2,Standard,13.99,2022-05-31,False,,Smart TV,3,Credit Card,195.86,Social Media,English
USR00000826,user826@example.com,23,Female,UK,UK_City_17,Basic,8.99,2023-02-17,True,2025-06-26,Tablet,3,Credit Card,251.72,Email,French
USR00000827,user827@example.com,43,Female,USA,USA_City_13,Basic,8.99,2025-04-19,True,2025-06-25,Smart TV,1,Credit Card,17.98,Organic,German
USR00000828,user828@example.com,32,Female,Mexico,Mexico_City_10,Premium Plus,22.99,2023-12-30,True,2025-06-27,Mobile,3,PayPal,413.82,Organic,Spanish
USR00000829,user829@example.com,30,Female,Brazil,Brazil_City_5,Standard,13.99,2021-08-23,True,2025-06-22,Smart TV,2,Gift Card,643.54,Email,Spanish
USR00000830,user830@example.com,21,Male,Brazil,Brazil_City_16,Basic,8.99,2024-01-08,True,2025-06-27,Gaming Console,3,Credit Card,161.82,Social Media,English
USR00000831,user831@example.com,52,Male,Germany,Germany_City_11,Standard,13.99,2023-11-14,True,2025-06-16,Web Browser,1,Credit Card,265.81,Email,Japanese
USR00000832,user832@example.com,49,Male,USA,USA_City_17,Standard,13.99,2022-10-09,True,2025-06-18,Mobile,3,PayPal,461.67,Partner,Japanese
USR00000833,user833@example.com,30,Male,India,India_City_1,Premium,17.99,2021-06-01,True,2025-06-28,Gaming Console,2,Credit Card,881.51,Email,Japanese
USR00000834,user834@example.com,31,Female,India,India_City_18,Standard,13.99,2021-04-29,False,,Mobile,1,Bank Transfer,125.91,Social Media,Japanese
USR00000835,user835@example.com,25,Male,UK,UK_City_19,Premium,17.99,2020-07-09,True,2025-06-14,Streaming Device,3,Credit Card,1079.4,Social Media,French
USR00000836,user836@example.com,33,Female,Mexico,Mexico_City_5,Standard,13.99,2022-12-13,True,2025-06-07,Smart TV,1,Credit Card,433.69,Organic,Japanese
USR00000837,user837@example.com,22,Female,Canada,Canada_City_4,Basic,8.99,2023-11-19,False,,Mobile,1,Credit Card,89.9,Social Media,Spanish
USR00000838,user838@example.com,22,Female,USA,USA_City_18,Standard,13.99,2025-06-30,False,,Gaming Console,3,Credit Card,307.78,Organic,English
USR00000839,user839@example.com,42,Male,Germany,Germany_City_4,Premium,17.99,2025-01-17,True,2025-07-01,Mobile,4,Bank Transfer,89.95,TV Ad,Spanish
USR00000840,user840@example.com,34,Male,Japan,Japan_City_14,Basic,8.99,2023-01-21,True,2025-06-22,Smart TV,1,Credit Card,260.71,Social Media,English
USR00000841,user841@example.com,19,Female,Germany,Germany_City_17,Standard,13.99,2023-05-24,True,2025-06-06,Smart TV,2,Bank Transfer,349.75,Email,Spanish
USR00000842,user842@example.com,28,Male,USA,USA_City_5,Standard,13.99,2023-02-21,True,2025-06-18,Tablet,2,PayPal,391.72,Social Media,English
USR00000843,user843@example.com,28,Female,Mexico,Mexico_City_15,Premium,17.99,2022-04-30,True,2025-07-01,Mobile,4,PayPal,683.62,Partner,Spanish
USR00000844,user844@example.com,34,Female,USA,USA_City_11,Basic,8.99,2025-03-11,True,2025-06-12,Tablet,2,Bank Transfer,26.97,Organic,Spanish
USR00000845,user845@example.com,18,Female,India,India_City_5,Standard,13.99,2022-08-09,True,2025-06-09,Smart TV,3,Credit Card,489.65,Social Media,Japanese
USR00000846,user846@example.com,33,Female,USA,USA_City_17,Basic,8.99,2022-10-12,True,2025-06-26,Smart TV,3,Credit Card,296.67,Organic,Spanish
USR00000847,user847@example.com,41,Male,India,India_City_20,Basic,8.99,2024-10-25,True,2025-06-17,Web Browser,3,PayPal,71.92,Partner,French
USR00000848,user848@example.com,23,Female,USA,USA_City_18,Standard,13.99,2021-12-07,False,,Web Browser,1,Credit Card,83.94,Social Media,English
USR00000849,user849@example.com,47,Male,Mexico,Mexico_City_10,Standard,13.99,2023-12-16,True,2025-06-10,Mobile,2,Credit Card,251.82,Email,English
USR00000850,user850@example.com,44,Other,Spain,Spain_City_15,Standard,13.99,2021-11-18,True,2025-06-11,Smart TV,2,Bank Transfer,615.56,Social Media,English
USR00000851,user851@example.com,42,Female,France,France_City_12,Premium Plus,22.99,2024-04-26,True,2025-06-10,Mobile,2,PayPal,321.86,Email,Spanish
USR00000852,user852@example.com,46,Female,Italy,Italy_City_16,Premium Plus,22.99,2024-09-18,True,2025-06-08,Gaming Console,1,Credit Card,206.91,Social Media,French
USR00000853,user853@example.com,18,Female,Canada,Canada_City_13,Premium,17.99,2022-07-21,True,2025-06-10,Streaming Device,3,Credit Card,629.65,Organic,German
USR00000854,user854@example.com,22,Female,India,India_City_4,Basic,8.99,2021-10-08,False,,Mobile,1,Bank Transfer,215.76,Organic,Portuguese
USR00000855,user855@example.com,35,Female,Japan,Japan_City_1,Basic,8.99,2022-01-25,True,2025-07-01,Smart TV,2,Bank Transfer,368.59,Social Media,French
USR00000856,user856@example.com,22,Male,USA,USA_City_7,Basic,8.99,2021-12-04,True,2025-06-26,Mobile,3,PayPal,386.57,Social Media,Spanish
USR00000857,user857@example.com,36,Female,USA,USA_City_19,Basic,8.99,2021-10-01,False,,Smart TV,1,Credit Card,107.88,Organic,English
USR00000858,user858@example.com,30,Female,USA,USA_City_12,Premium,17.99,2021-06-01,True,2025-06-17,Smart TV,4,PayPal,881.51,Email,English
USR00000859,user859@example.com,46,Female,Mexico,Mexico_City_2,Standard,13.99,2025-02-06,True,2025-06-28,Smart TV,1,PayPal,55.96,Social Media,English
USR00000860,user860@example.com,40,Other,UK,UK_City_3,Premium Plus,22.99,2020-11-08,True,2025-06-10,Gaming Console,2,Credit Card,1287.44,Organic,Spanish
USR00000861,user861@example.com,27,Female,Spain,Spain_City_2,Premium,17.99,2022-06-09,True,2025-06-29,Streaming Device,3,Credit Card,665.63,Organic,English
USR00000862,user862@example.com,28,Male,Brazil,Brazil_City_3,Premium,17.99,2024-09-19,True,2025-06-06,Gaming Console,1,PayPal,161.91,Email,French
USR00000863,user863@example.com,46,Male,Brazil,Brazil_City_5,Standard,13.99,2025-02-07,True,2025-06-13,Gaming Console,3,Credit Card,55.96,Organic,English
USR00000864,user864@example.com,18,Male,Canada,Canada_City_2,Standard,13.99,2021-11-08,True,2025-06-17,Web Browser,1,Credit Card,615.56,Partner,English
USR00000865,user865@example.com,25,Male,UK,UK_City_14,Premium,17.99,2025-05-25,True,2025-07-01,Mobile,2,Credit Card,17.99,Organic,English
USR00000866,user866@example.com,27,Male,Germany,Germany_City_1,Premium,17.99,2023-06-09,True,2025-06-22,Smart TV,2,Credit Card,449.75,Email,Portuguese
USR00000867,user867@example.com,39,Male,Japan,Japan_City_10,Premium Plus,22.99,2025-06-01,True,2025-06-25,Smart TV,2,Credit Card,22.99,Social Media,French
USR00000868,user868@example.com,20,Male,UK,UK_City_18,Basic,8.99,2023-11-11,False,,Tablet,3,Credit Card,26.97,Email,Portuguese
USR00000869,user869@example.com,53,Female,France,France_City_9,Standard,13.99,2023-10-21,True,2025-06-08,Gaming Console,1,Credit Card,279.8,Social Media,English
USR00000870,user870@example.com,20,Female,Germany,Germany_City_17,Basic,8.99,2023-03-13,True,2025-06-13,Smart TV,1,Credit Card,251.72,Email,English
USR00000871,user871@example.com,19,Female,Mexico,Mexico_City_2,Basic,8.99,2024-03-07,True,2025-06-12,Streaming Device,1,Credit Card,143.84,Email,English
USR00000872,user872@example.com,50,Male,UK,UK_City_2,Premium Plus,22.99,2025-03-01,True,2025-06-13,Smart TV,4,Credit Card,91.96,Social Media,French
USR00000873,user873@example.com,18,Female,India,India_City_9,Basic,8.99,2021-03-22,True,2025-07-02,Web Browser,2,PayPal,467.48,Email,German
USR00000874,user874@example.com,31,Female,UK,UK_City_4,Standard,13.99,2020-11-06,True,2025-06-05,Web Browser,3,Credit Card,783.44,TV Ad,Japanese
USR00000875,user875@example.com,26,Male,Mexico,Mexico_City_8,Premium,17.99,2023-02-14,True,2025-06-14,Smart TV,4,Credit Card,503.72,Organic,German
USR00000876,user876@example.com,70,Male,France,France_City_9,Premium Plus,22.99,2025-01-07,True,2025-06-08,Mobile,4,Credit Card,114.95,Email,German
USR00000877,user877@example.com,41,Male,Canada,Canada_City_1,Basic,8.99,2022-04-24,True,2025-06-06,Smart TV,2,Credit Card,341.62,TV Ad,Spanish
USR00000878,user878@example.com,19,Female,India,India_City_3,Premium,17.99,2024-04-11,True,2025-06-14,Smart TV,5,Credit Card,251.86,Organic,German
USR00000879,user879@example.com,34,Male,Italy,Italy_City_17,Standard,13.99,2024-07-09,True,2025-06-13,Smart TV,3,Bank Transfer,153.89,Email,English
USR00000880,user880@example.com,49,Female,India,India_City_2,Premium,17.99,2025-02-27,True,2025-06-24,Smart TV,3,PayPal,71.96,Social Media,English
USR00000881,user881@example.com,21,Male,Japan,Japan_City_10,Basic,8.99,2023-09-03,True,2025-06-06,Mobile,3,Credit Card,197.78,Social Media,German
USR00000882,user882@example.com,39,Male,Germany,Germany_City_12,Standard,13.99,2023-03-19,True,2025-06-21,Streaming Device,3,Credit Card,377.73,TV Ad,Japanese
USR00000883,user883@example.com,51,Female,Germany,Germany_City_13,Premium,17.99,2022-08-20,True,2025-06-09,Tablet,3,PayPal,611.66,Organic,German
USR00000884,user884@example.com,37,Female,USA,USA_City_19,Standard,13.99,2021-11-10,False,,Streaming Device,1,PayPal,265.81,Email,Spanish
USR00000885,user885@example.com,52,Female,France,France_City_10,Premium,17.99,2022-02-04,True,2025-06-16,Mobile,2,Bank Transfer,737.59,Social Media,German
USR00000886,user886@example.com,52,Female,India,India_City_14,Premium Plus,22.99,2024-03-16,True,2025-06-09,Tablet,4,Credit Card,344.85,Social Media,Spanish
USR00000887,user887@example.com,50,Female,France,France_City_8,Premium,17.99,2022-12-25,True,2025-06-25,Web Browser,2,PayPal,539.7,Social Media,Spanish
USR00000888,user888@example.com,26,Female,Canada,Canada_City_5,Basic,8.99,2024-01-15,True,2025-06-22,Smart TV,2,Credit Card,152.83,Email,German
USR00000889,user889@example.com,54,Male,France,France_City_2,Basic,8.99,2024-10-27,True,2025-06-08,Streaming Device,3,PayPal,71.92,Organic,English
USR00000890,user890@example.com,20,Male,UK,UK_City_18,Basic,8.99,2022-08-12,True,2025-06-03,Mobile,1,Credit Card,314.65,Organic,English
USR00000891,user891@example.com,39,Female,USA,USA_City_15,Premium,17.99,2024-11-23,True,2025-07-01,Gaming Console,4,PayPal,125.93,Social Media,German
USR00000892,user892@example.com,25,Male,Spain,Spain_City_1,Premium,17.99,2021-05-21,True,2025-06-08,Web Browser,5,Credit Card,899.5,Social Media,French
USR00000893,user893@example.com,25,Male,USA,USA_City_17,Premium,17.99,2022-03-15,True,2025-06-08,Smart TV,3,Bank Transfer,719.6,Email,Portuguese
USR00000894,user894@example.com,43,Male,USA,USA_City_9,Premium,17.99,2023-09-09,True,2025-06-08,Smart TV,2,Credit Card,395.78,Email,English
USR00000895,user895@example.com,33,Female,Canada,Canada_City_8,Standard,13.99,2023-01-15,True,2025-06-27,Gaming Console,3,PayPal,405.71,Organic,English
USR00000896,user896@example.com,40,Female,India,India_City_7,Premium Plus,22.99,2021-04-08,True,2025-06-13,Streaming Device,5,Credit Card,1172.49,Partner,English
USR00000897,user897@example.com,43,Female,Japan,Japan_City_4,Premium,17.99,2021-05-24,True,2025-06-28,Smart TV,1,Credit Card,899.5,Social Media,English
USR00000898,user898@example.com,62,Female,India,India_City_11,Premium,17.99,2023-12-09,True,2025-06-29,Web Browser,2,Credit Card,341.81,Social Media,Spanish
USR00000899,user899@example.com,33,Female,USA,USA_City_11,Basic,8.99,2021-08-23,True,2025-06-03,Smart TV,3,Credit Card,413.54,Email,Portuguese
USR00000900,user900@example.com,18,Female,USA,USA_City_9,Standard,13.99,2021-12-10,True,2025-06-25,Mobile,1,Credit Card,601.57,Social Media,English
USR00000901,user901@example.com,28,Male,Brazil,Brazil_City_18,Premium,17.99,2025-01-01,True,2025-06-05,Smart TV,4,PayPal,107.94,Email,English
USR00000902,user902@example.com,35,Female,USA,USA_City_6,Premium,17.99,2022-01-22,True,2025-06-14,Mobile,5,Bank Transfer,737.59,Partner,Portuguese
USR00000903,user903@example.com,28,Male,Canada,Canada_City_15,Premium,17.99,2022-02-23,True,2025-06-17,Smart TV,3,Credit Card,719.6,Email,English
USR00000904,user904@example.com,22,Female,Brazil,Brazil_City_16,Standard,13.99,2023-09-17,True,2025-06-21,Web Browser,2,PayPal,293.79,Email,English
USR00000905,user905@example.com,34,Male,Canada,Canada_City_15,Premium Plus,22.99,2023-03-17,True,2025-06-08,Tablet,4,Credit Card,620.73,Organic,English
USR00000906,user906@example.com,43,Female,USA,USA_City_6,Premium,17.99,2024-04-09,True,2025-06-06,Mobile,2,Credit Card,251.86,Partner,English
USR00000907,user907@example.com,51,Male,Brazil,Brazil_City_12,Basic,8.99,2022-06-22,False,,Web Browser,1,PayPal,206.77,Email,French
USR00000908,user908@example.com,31,Male,Japan,Japan_City_6,Premium,17.99,2023-06-21,True,2025-06-27,Mobile,2,Bank Transfer,431.76,Social Media,English
USR00000909,user909@example.com,32,Male,USA,USA_City_10,Basic,8.99,2025-05-21,True,2025-06-16,Mobile,2,Credit Card,8.99,Organic,German
USR00000910,user910@example.com,18,Female,Mexico,Mexico_City_9,Basic,8.99,2023-12-22,True,2025-06-06,Tablet,1,Bank Transfer,161.82,Organic,Spanish
USR00000911,user911@example.com,29,Female,India,India_City_7,Basic,8.99,2021-05-03,True,2025-06-13,Smart TV,3,PayPal,449.5,Partner,German
USR00000912,user912@example.com,18,Female,Canada,Canada_City_13,Standard,13.99,2021-05-01,False,,Smart TV,2,Credit Card,293.79,Organic,Japanese
USR00000913,user913@example.com,22,Female,USA,USA_City_18,Premium,17.99,2022-07-05,True,2025-06-20,Mobile,4,PayPal,647.64,Social Media,Spanish
USR00000914,user914@example.com,29,Male,Germany,Germany_City_3,Basic,8.99,2021-03-05,True,2025-06-21,Smart TV,2,Credit Card,467.48,Organic,Portuguese
USR00000915,user915@example.com,25,Male,Brazil,Brazil_City_16,Basic,8.99,2022-01-16,True,2025-06-16,Tablet,1,Credit Card,377.58,Social Media,English
USR00000916,user916@example.com,35,Male,UK,UK_City_18,Standard,13.99,2023-09-12,True,2025-06-13,Smart TV,3,PayPal,293.79,Social Media,English
USR00000917,user917@example.com,28,Male,India,India_City_3,Premium,17.99,2022-08-13,True,2025-06-09,Smart TV,1,Credit Card,629.65,Partner,English
USR00000918,user918@example.com,26,Female,India,India_City_17,Premium,17.99,2024-07-26,True,2025-06-05,Smart TV,4,Credit Card,197.89,Email,Spanish
USR00000919,user919@example.com,26,Female,Brazil,Brazil_City_19,Standard,13.99,2023-11-07,True,2025-06-04,Mobile,3,PayPal,279.8,Organic,Spanish
USR00000920,user920@example.com,40,Male,France,France_City_11,Standard,13.99,2022-01-21,True,2025-06-21,Smart TV,2,Bank Transfer,573.59,Email,Portuguese
USR00000921,user921@example.com,44,Male,USA,USA_City_7,Premium Plus,22.99,2025-06-11,True,2025-06-27,Smart TV,1,Credit Card,0.0,Organic,Spanish
USR00000922,user922@example.com,45,Male,USA,USA_City_1,Basic,8.99,2021-12-30,True,2025-06-27,Tablet,1,Bank Transfer,377.58,Organic,Portuguese
USR00000923,user923@example.com,45,Male,Canada,Canada_City_19,Standard,13.99,2021-12-31,True,2025-06-03,Mobile,3,Credit Card,587.58,Email,English
USR00000924,user924@example.com,23,Female,France,France_City_19,Basic,8.99,2024-12-04,False,,Tablet,2,PayPal,98.89,TV Ad,German
USR00000925,user925@example.com,18,Male,USA,USA_City_16,Basic,8.99,2025-06-26,True,2025-06-26,Web Browser,1,Bank Transfer,0.0,Social Media,Portuguese
USR00000926,user926@example.com,18,Female,Brazil,Brazil_City_8,Basic,8.99,2022-08-19,True,2025-06-19,Mobile,3,Credit Card,305.66,Social Media,English
USR00000927,user927@example.com,24,Female,Spain,Spain_City_5,Standard,13.99,2022-07-11,False,,Smart TV,1,PayPal,293.79,Email,Spanish
USR00000928,user928@example.com,36,Female,Germany,Germany_City_15,Premium Plus,22.99,2021-08-28,True,2025-06-04,Mobile,1,PayPal,1057.54,Social Media,Spanish
USR00000929,user929@example.com,18,Male,India,India_City_17,Premium,17.99,2024-06-05,True,2025-06-27,Streaming Device,2,Credit Card,233.87,Email,English
USR00000930,user930@example.com,18,Female,Spain,Spain_City_13,Premium,17.99,2024-01-29,True,2025-07-02,Smart TV,3,Credit Card,305.83,Email,English
USR00000931,user931@example.com,18,Male,India,India_City_18,Premium,17.99,2020-08-29,True,2025-06-17,Tablet,4,PayPal,1043.42,Organic,English
USR00000932,user932@example.com,18,Female,Australia,Australia_City_4,Premium,17.99,2024-08-22,True,2025-06-27,Smart TV,4,Credit Card,179.9,Email,English
USR00000933,user933@example.com,47,Female,USA,USA_City_6,Premium Plus,22.99,2024-05-30,True,2025-06-09,Web Browser,3,Bank Transfer,298.87,Email,Japanese
USR00000934,user934@example.com,43,Female,Brazil,Brazil_City_17,Premium,17.99,2021-10-10,True,2025-06-06,Smart TV,2,Credit Card,809.55,Organic,English
USR00000935,user935@example.com,50,Male,Japan,Japan_City_12,Premium,17.99,2023-03-16,True,2025-06-09,Streaming Device,3,Credit Card,485.73,Social Media,Portuguese
USR00000936,user936@example.com,39,Male,India,India_City_1,Basic,8.99,2022-11-26,False,,Smart TV,1,PayPal,53.94,Partner,English
USR00000937,user937@example.com,31,Female,Italy,Italy_City_5,Premium,17.99,2024-02-12,True,2025-06-11,Gaming Console,2,Credit Card,287.84,Social Media,English
USR00000938,user938@example.com,38,Male,Japan,Japan_City_10,Standard,13.99,2022-05-01,True,2025-06-25,Smart TV,1,Credit Card,531.62,Social Media,English
USR00000939,user939@example.com,27,Male,Brazil,Brazil_City_18,Premium,17.99,2022-07-26,True,2025-06-12,Smart TV,5,Credit Card,629.65,TV Ad,Spanish
USR00000940,user940@example.com,44,Female,UK,UK_City_9,Premium,17.99,2021-09-04,True,2025-06-26,Streaming Device,5,Credit Card,827.54,Partner,English
USR00000941,user941@example.com,32,Female,USA,USA_City_19,Basic,8.99,2021-10-22,True,2025-06-17,Tablet,2,Bank Transfer,395.56,Social Media,English
USR00000942,user942@example.com,35,Male,UK,UK_City_12,Standard,13.99,2025-06-15,True,2025-06-17,Tablet,1,Credit Card,0.0,Social Media,English
USR00000943,user943@example.com,56,Female,UK,UK_City_20,Standard,13.99,2022-04-09,True,2025-06-09,Web Browser,2,Credit Card,545.61,Email,English
USR00000944,user944@example.com,37,Male,India,India_City_9,Premium Plus,22.99,2020-07-31,True,2025-06-03,Mobile,4,Gift Card,1356.41,Social Media,English
USR00000945,user945@example.com,18,Male,India,India_City_11,Premium,17.99,2021-08-03,True,2025-06-26,Tablet,2,PayPal,845.53,Organic,English
USR00000946,user946@example.com,32,Male,UK,UK_City_6,Premium,17.99,2024-09-15,True,2025-06-18,Mobile,2,Credit Card,161.91,Organic,English
USR00000947,user947@example.com,36,Male,UK,UK_City_18,Standard,13.99,2021-08-29,True,2025-06-08,Mobile,2,PayPal,643.54,Email,Japanese
USR00000948,user948@example.com,39,Male,Mexico,Mexico_City_5,Premium,17.99,2020-11-02,True,2025-06-25,Smart TV,2,Credit Card,1007.44,Social Media,English
USR00000949,user949@example.com,23,Male,Germany,Germany_City_20,Standard,13.99,2022-07-04,False,,Web Browser,3,Credit Card,13.99,Organic,English
USR00000950,user950@example.com,18,Male,UK,UK_City_7,Standard,13.99,2025-06-28,True,2025-06-08,Smart TV,1,Credit Card,0.0,Social Media,English
USR00000951,user951@example.com,29,Male,Germany,Germany_City_13,Basic,8.99,2023-10-03,True,2025-06-06,Smart TV,2,PayPal,188.79,Partner,Spanish
USR00000952,user952@example.com,40,Male,Australia,Australia_City_5,Basic,8.99,2021-08-26,True,2025-06-12,Web Browser,1,Credit Card,413.54,Social Media,Spanish
USR00000953,user953@example.com,18,Female,UK,UK_City_15,Standard,13.99,2021-03-05,False,,Web Browser,1,Credit Card,279.8,Partner,German
USR00000954,user954@example.com,37,Female,India,India_City_3,Premium Plus,22.99,2023-06-15,True,2025-06-27,Mobile,4,Credit Card,551.76,Social Media,Japanese
USR00000955,user955@example.com,28,Female,USA,USA_City_15,Premium,17.99,2021-06-02,True,2025-06-19,Smart TV,1,Credit Card,881.51,Partner,French
USR00000956,user956@example.com,30,Male,Japan,Japan_City_14,Standard,13.99,2023-08-10,True,2025-06-08,Mobile,1,Credit Card,321.77,Social Media,French
USR00000957,user957@example.com,25,Male,USA,USA_City_16,Basic,8.99,2021-05-11,True,2025-06-27,Smart TV,3,Credit Card,449.5,Organic,Japanese
USR00000958,user958@example.com,28,Female,Japan,Japan_City_2,Premium,17.99,2024-02-18,True,2025-06-04,Web Browser,5,Credit Card,287.84,Social Media,English
USR00000959,user959@example.com,51,Male,USA,USA_City_1,Premium,17.99,2023-05-11,True,2025-06-09,Gaming Console,3,Credit Card,467.74,Email,German
USR00000960,user960@example.com,32,Male,India,India_City_10,Premium,17.99,2025-01-20,True,2025-06-19,Web Browser,5,PayPal,89.95,Social Media,German
USR00000961,user961@example.com,33,Male,Canada,Canada_City_2,Premium,17.99,2024-04-17,True,2025-06-19,Tablet,2,PayPal,251.86,TV Ad,French
USR00000962,user962@example.com,31,Male,UK,UK_City_11,Standard,13.99,2023-03-21,True,2025-06-07,Smart TV,2,Credit Card,377.73,Organic,German
USR00000963,user963@example.com,37,Male,UK,UK_City_18,Premium,17.99,2022-01-31,True,2025-06-14,Tablet,5,Credit Card,737.59,Social Media,English
USR00000964,user964@example.com,51,Male,USA,USA_City_13,Standard,13.99,2022-11-28,True,2025-06-17,Tablet,3,Credit Card,433.69,Partner,Japanese
USR00000965,user965@example.com,24,Male,UK,UK_City_15,Basic,8.99,2024-05-02,True,2025-06-16,Smart TV,2,Credit Card,125.86,Email,English
USR00000966,user966@example.com,23,Female,USA,USA_City_8,Basic,8.99,2023-01-30,True,2025-06-08,Streaming Device,3,Credit Card,260.71,Social Media,English
USR00000967,user967@example.com,40,Other,Canada,Canada_City_18,Standard,13.99,2024-04-25,True,2025-06-14,Gaming Console,3,Credit Card,195.86,Partner,Spanish
USR00000968,user968@example.com,33,Female,USA,USA_City_18,Premium,17.99,2023-09-16,True,2025-06-12,Gaming Console,3,Credit Card,377.79,Partner,Spanish
USR00000969,user969@example.com,18,Female,USA,USA_City_4,Standard,13.99,2020-08-08,True,2025-06-23,Web Browser,2,Credit Card,825.41,Email,Japanese
USR00000970,user970@example.com,40,Female,USA,USA_City_14,Premium,17.99,2021-12-06,False,,Tablet,5,Bank Transfer,53.97,Social Media,English
USR00000971,user971@example.com,22,Female,Spain,Spain_City_7,Basic,8.99,2023-06-04,False,,Web Browser,2,Bank Transfer,161.82,Organic,English
USR00000972,user972@example.com,29,Male,India,India_City_1,Premium Plus,22.99,2024-07-08,True,2025-06-10,Mobile,3,Credit Card,252.89,Social Media,English
USR00000973,user973@example.com,18,Male,Japan,Japan_City_3,Premium,17.99,2022-11-30,True,2025-06-29,Web Browser,2,Credit Card,557.69,Organic,French
USR00000974,user974@example.com,18,Male,Mexico,Mexico_City_20,Premium,17.99,2022-11-12,True,2025-06-30,Streaming Device,5,PayPal,575.68,Social Media,English
USR00000975,user975@example.com,18,Female,Mexico,Mexico_City_15,Basic,8.99,2023-04-08,True,2025-06-09,Mobile,3,Credit Card,242.73,Organic,English
USR00000976,user976@example.com,37,Female,USA,USA_City_5,Standard,13.99,2020-11-14,True,2025-06-07,Smart TV,2,Bank Transfer,783.44,Partner,English
USR00000977,user977@example.com,49,Male,Mexico,Mexico_City_15,Basic,8.99,2021-07-10,True,2025-06-25,Mobile,3,PayPal,431.52,Email,Spanish
USR00000978,user978@example.com,44,Female,USA,USA_City_10,Premium Plus,22.99,2024-09-01,True,2025-07-02,Mobile,3,Bank Transfer,229.9,Organic,French
USR00000979,user979@example.com,22,Male,USA,USA_City_8,Basic,8.99,2021-04-30,True,2025-06-28,Smart TV,2,Credit Card,449.5,Organic,English
USR00000980,user980@example.com,36,Male,Mexico,Mexico_City_6,Premium,17.99,2024-01-17,True,2025-06-16,Streaming Device,4,Gift Card,305.83,Email,Spanish
